Time,Pulse
02:00:41_960,50
02:00:41_970,50
02:00:41_980,50
02:00:41_990,50
02:00:42_000,50
02:00:42_010,50
02:00:42_020,50
02:00:42_030,50
02:00:42_040,50
02:00:42_050,50
02:00:42_060,50
02:00:42_070,50
02:00:42_080,50
02:00:42_090,50
02:00:42_100,50
02:00:42_110,50
02:00:42_120,50
02:00:42_130,50
02:00:42_140,50
02:00:42_150,50
02:00:42_160,50
02:00:42_170,50
02:00:42_180,50
02:00:42_190,50
02:00:42_200,50
02:00:42_210,50
02:00:42_220,50
02:00:42_230,50
02:00:42_240,50
02:00:42_250,50
02:00:42_260,50
02:00:42_270,50
02:00:42_280,50
02:00:42_290,50
02:00:42_300,50
02:00:42_310,50
02:00:42_320,50
02:00:42_330,50
02:00:42_340,50
02:00:42_350,50
02:00:42_360,50
02:00:42_370,50
02:00:42_380,50
02:00:42_390,50
02:00:42_400,50
02:00:42_410,50
02:00:42_420,50
02:00:42_430,50
02:00:42_440,50
02:00:42_450,50
02:00:42_460,50
02:00:42_470,50
02:00:42_480,50
02:00:42_490,50
02:00:42_500,50
02:00:42_510,50
02:00:42_520,50
02:00:42_530,50
02:00:42_540,50
02:00:42_550,50
02:00:42_560,50
02:00:42_570,50
02:00:42_580,50
02:00:42_590,50
02:00:42_600,50
02:00:42_610,50
02:00:42_620,50
02:00:42_630,50
02:00:42_640,50
02:00:42_650,50
02:00:42_660,50
02:00:42_670,50
02:00:42_680,50
02:00:42_690,50
02:00:42_700,50
02:00:42_710,50
02:00:42_720,50
02:00:42_730,50
02:00:42_740,50
02:00:42_750,50
02:00:42_760,50
02:00:42_770,50
02:00:42_780,50
02:00:42_790,50
02:00:42_800,50
02:00:42_810,50
02:00:42_820,50
02:00:42_830,50
02:00:42_840,50
02:00:42_850,50
02:00:42_860,50
02:00:42_870,50
02:00:42_880,50
02:00:42_890,50
02:00:42_900,50
02:00:42_910,50
02:00:42_920,50
02:00:42_930,50
02:00:42_940,50
02:00:42_950,50
02:00:42_960,50
02:00:42_970,50
02:00:42_980,50
02:00:42_990,50
02:00:43_000,50
02:00:43_010,50
02:00:43_020,50
02:00:43_030,50
02:00:43_040,50
02:00:43_050,50
02:00:43_060,50
02:00:43_070,50
02:00:43_080,50
02:00:43_090,50
02:00:43_100,50
02:00:43_110,50
02:00:43_120,50
02:00:43_130,50
02:00:43_140,50
02:00:43_150,50
02:00:43_160,50
02:00:43_170,50
02:00:43_180,50
02:00:43_190,50
02:00:43_200,50
02:00:43_210,50
02:00:43_220,50
02:00:43_230,50
02:00:43_240,50
02:00:43_250,50
02:00:43_260,50
02:00:43_270,50
02:00:43_280,50
02:00:43_290,50
02:00:43_300,50
02:00:43_310,50
02:00:43_320,50
02:00:43_330,50
02:00:43_340,50
02:00:43_350,50
02:00:43_360,50
02:00:43_370,50
02:00:43_380,50
02:00:43_390,50
02:00:43_400,50
02:00:43_410,50
02:00:43_420,50
02:00:43_430,50
02:00:43_440,50
02:00:43_450,50
02:00:43_460,50
02:00:43_470,50
02:00:43_480,50
02:00:43_490,50
02:00:43_500,50
02:00:43_510,50
02:00:43_520,50
02:00:43_530,50
02:00:43_540,50
02:00:43_550,50
02:00:43_560,50
02:00:43_570,50
02:00:43_580,50
02:00:43_590,50
02:00:43_600,50
02:00:43_610,50
02:00:43_620,50
02:00:43_630,50
02:00:43_640,50
02:00:43_650,50
02:00:43_660,50
02:00:43_670,50
02:00:43_680,50
02:00:43_690,50
02:00:43_700,50
02:00:43_710,50
02:00:43_720,50
02:00:43_730,50
02:00:43_740,50
02:00:43_750,50
02:00:43_760,50
02:00:43_770,51
02:00:43_780,51
02:00:43_790,51
02:00:43_800,51
02:00:43_810,51
02:00:43_820,51
02:00:43_830,51
02:00:43_840,51
02:00:43_850,51
02:00:43_860,51
02:00:43_870,51
02:00:43_880,51
02:00:43_890,51
02:00:43_900,51
02:00:43_910,51
02:00:43_920,51
02:00:43_930,51
02:00:43_940,51
02:00:43_950,51
02:00:43_960,51
02:00:43_970,51
02:00:43_980,51
02:00:43_990,51
02:00:44_000,51
02:00:44_010,51
02:00:44_020,51
02:00:44_030,51
02:00:44_040,51
02:00:44_050,51
02:00:44_060,51
02:00:44_070,51
02:00:44_080,51
02:00:44_090,51
02:00:44_100,51
02:00:44_110,51
02:00:44_120,51
02:00:44_130,51
02:00:44_140,51
02:00:44_150,51
02:00:44_160,51
02:00:44_170,51
02:00:44_180,51
02:00:44_190,51
02:00:44_200,51
02:00:44_210,51
02:00:44_220,51
02:00:44_230,51
02:00:44_240,51
02:00:44_250,51
02:00:44_260,51
02:00:44_270,51
02:00:44_280,51
02:00:44_290,51
02:00:44_300,51
02:00:44_310,51
02:00:44_320,51
02:00:44_330,51
02:00:44_340,51
02:00:44_350,51
02:00:44_360,51
02:00:44_370,51
02:00:44_380,51
02:00:44_390,51
02:00:44_400,51
02:00:44_410,51
02:00:44_420,51
02:00:44_430,51
02:00:44_440,51
02:00:44_450,51
02:00:44_460,51
02:00:44_470,51
02:00:44_480,51
02:00:44_490,51
02:00:44_500,51
02:00:44_510,51
02:00:44_520,51
02:00:44_530,51
02:00:44_540,51
02:00:44_550,51
02:00:44_560,51
02:00:44_570,51
02:00:44_580,51
02:00:44_590,51
02:00:44_600,51
02:00:44_610,51
02:00:44_620,51
02:00:44_630,51
02:00:44_640,51
02:00:44_650,51
02:00:44_660,51
02:00:44_670,51
02:00:44_680,51
02:00:44_690,51
02:00:44_700,51
02:00:44_710,51
02:00:44_720,51
02:00:44_730,51
02:00:44_740,51
02:00:44_750,51
02:00:44_760,51
02:00:44_770,51
02:00:44_780,51
02:00:44_790,51
02:00:44_800,52
02:00:44_810,52
02:00:44_820,52
02:00:44_830,52
02:00:44_840,52
02:00:44_850,52
02:00:44_860,52
02:00:44_870,52
02:00:44_880,52
02:00:44_890,52
02:00:44_900,52
02:00:44_910,52
02:00:44_920,52
02:00:44_930,52
02:00:44_940,52
02:00:44_950,52
02:00:44_960,52
02:00:44_970,52
02:00:44_980,52
02:00:44_990,52
02:00:45_000,52
02:00:45_010,52
02:00:45_020,52
02:00:45_030,52
02:00:45_040,52
02:00:45_050,52
02:00:45_060,52
02:00:45_070,52
02:00:45_080,52
02:00:45_090,52
02:00:45_100,52
02:00:45_110,52
02:00:45_120,52
02:00:45_130,52
02:00:45_140,52
02:00:45_150,52
02:00:45_160,52
02:00:45_170,52
02:00:45_180,52
02:00:45_190,52
02:00:45_200,52
02:00:45_210,52
02:00:45_220,52
02:00:45_230,52
02:00:45_240,52
02:00:45_250,52
02:00:45_260,52
02:00:45_270,52
02:00:45_280,52
02:00:45_290,52
02:00:45_300,52
02:00:45_310,52
02:00:45_320,52
02:00:45_330,52
02:00:45_340,52
02:00:45_350,52
02:00:45_360,52
02:00:45_370,52
02:00:45_380,52
02:00:45_390,52
02:00:45_400,52
02:00:45_410,52
02:00:45_420,52
02:00:45_430,52
02:00:45_440,52
02:00:45_450,52
02:00:45_460,52
02:00:45_470,52
02:00:45_480,52
02:00:45_490,52
02:00:45_500,52
02:00:45_510,52
02:00:45_520,52
02:00:45_530,52
02:00:45_540,52
02:00:45_550,52
02:00:45_560,52
02:00:45_570,52
02:00:45_580,52
02:00:45_590,52
02:00:45_600,52
02:00:45_610,52
02:00:45_620,52
02:00:45_630,52
02:00:45_640,52
02:00:45_650,52
02:00:45_660,52
02:00:45_670,52
02:00:45_680,52
02:00:45_690,52
02:00:45_700,52
02:00:45_710,52
02:00:45_720,52
02:00:45_730,52
02:00:45_740,52
02:00:45_750,52
02:00:45_760,52
02:00:45_770,52
02:00:45_780,52
02:00:45_790,52
02:00:45_800,52
02:00:45_810,52
02:00:45_820,52
02:00:45_830,52
02:00:45_840,52
02:00:45_850,52
02:00:45_860,52
02:00:45_870,52
02:00:45_880,52
02:00:45_890,52
02:00:45_900,52
02:00:45_910,52
02:00:45_920,52
02:00:45_930,52
02:00:45_940,52
02:00:45_950,52
02:00:45_960,52
02:00:45_970,52
02:00:45_980,52
02:00:45_990,52
02:00:46_000,52
02:00:46_010,52
02:00:46_020,52
02:00:46_030,52
02:00:46_040,52
02:00:46_050,52
02:00:46_060,52
02:00:46_070,52
02:00:46_080,52
02:00:46_090,52
02:00:46_100,52
02:00:46_110,52
02:00:46_120,52
02:00:46_130,52
02:00:46_140,52
02:00:46_150,52
02:00:46_160,52
02:00:46_170,52
02:00:46_180,52
02:00:46_190,52
02:00:46_200,52
02:00:46_210,52
02:00:46_220,52
02:00:46_230,52
02:00:46_240,52
02:00:46_250,52
02:00:46_260,52
02:00:46_270,52
02:00:46_280,52
02:00:46_290,52
02:00:46_300,52
02:00:46_310,52
02:00:46_320,52
02:00:46_330,52
02:00:46_340,52
02:00:46_350,52
02:00:46_360,52
02:00:46_370,52
02:00:46_380,52
02:00:46_390,52
02:00:46_400,52
02:00:46_410,52
02:00:46_420,52
02:00:46_430,52
02:00:46_440,52
02:00:46_450,52
02:00:46_460,52
02:00:46_470,52
02:00:46_480,52
02:00:46_490,52
02:00:46_500,52
02:00:46_510,52
02:00:46_520,52
02:00:46_530,52
02:00:46_540,52
02:00:46_550,52
02:00:46_560,52
02:00:46_570,52
02:00:46_580,52
02:00:46_590,52
02:00:46_600,52
02:00:46_610,52
02:00:46_620,52
02:00:46_630,52
02:00:46_640,52
02:00:46_650,52
02:00:46_660,52
02:00:46_670,52
02:00:46_680,52
02:00:46_690,52
02:00:46_700,52
02:00:46_710,52
02:00:46_720,52
02:00:46_730,52
02:00:46_740,52
02:00:46_750,52
02:00:46_760,52
02:00:46_770,52
02:00:46_780,52
02:00:46_790,52
02:00:46_800,52
02:00:46_810,52
02:00:46_820,52
02:00:46_830,52
02:00:46_840,52
02:00:46_850,54
02:00:46_860,54
02:00:46_870,54
02:00:46_880,54
02:00:46_890,54
02:00:46_900,54
02:00:46_910,54
02:00:46_920,54
02:00:46_930,54
02:00:46_940,54
02:00:46_950,54
02:00:46_960,54
02:00:46_970,54
02:00:46_980,54
02:00:46_990,54
02:00:47_000,54
02:00:47_010,54
02:00:47_020,54
02:00:47_030,54
02:00:47_040,54
02:00:47_050,54
02:00:47_060,54
02:00:47_070,54
02:00:47_080,54
02:00:47_090,54
02:00:47_100,54
02:00:47_110,54
02:00:47_120,54
02:00:47_130,54
02:00:47_140,54
02:00:47_150,54
02:00:47_160,54
02:00:47_170,54
02:00:47_180,54
02:00:47_190,54
02:00:47_200,54
02:00:47_210,54
02:00:47_220,54
02:00:47_230,54
02:00:47_240,54
02:00:47_250,54
02:00:47_260,54
02:00:47_270,54
02:00:47_280,54
02:00:47_290,54
02:00:47_300,54
02:00:47_310,54
02:00:47_320,54
02:00:47_330,54
02:00:47_340,54
02:00:47_350,54
02:00:47_360,54
02:00:47_370,54
02:00:47_380,54
02:00:47_390,54
02:00:47_400,54
02:00:47_410,54
02:00:47_420,54
02:00:47_430,54
02:00:47_440,54
02:00:47_450,54
02:00:47_460,54
02:00:47_470,54
02:00:47_480,54
02:00:47_490,54
02:00:47_500,54
02:00:47_510,54
02:00:47_520,54
02:00:47_530,54
02:00:47_540,54
02:00:47_550,54
02:00:47_560,54
02:00:47_570,54
02:00:47_580,54
02:00:47_590,54
02:00:47_600,54
02:00:47_610,54
02:00:47_620,54
02:00:47_630,54
02:00:47_640,54
02:00:47_650,54
02:00:47_660,54
02:00:47_670,54
02:00:47_680,54
02:00:47_690,54
02:00:47_700,54
02:00:47_710,54
02:00:47_720,54
02:00:47_730,54
02:00:47_740,54
02:00:47_750,54
02:00:47_760,54
02:00:47_770,54
02:00:47_780,54
02:00:47_790,54
02:00:47_800,54
02:00:47_810,54
02:00:47_820,54
02:00:47_830,54
02:00:47_840,54
02:00:47_850,54
02:00:47_860,54
02:00:47_870,55
02:00:47_880,55
02:00:47_890,55
02:00:47_900,55
02:00:47_910,55
02:00:47_920,55
02:00:47_930,55
02:00:47_940,55
02:00:47_950,55
02:00:47_960,55
02:00:47_970,55
02:00:47_980,55
02:00:47_990,55
02:00:48_000,55
02:00:48_010,55
02:00:48_020,55
02:00:48_030,55
02:00:48_040,55
02:00:48_050,55
02:00:48_060,55
02:00:48_070,55
02:00:48_080,55
02:00:48_090,55
02:00:48_100,55
02:00:48_110,55
02:00:48_120,55
02:00:48_130,55
02:00:48_140,55
02:00:48_150,55
02:00:48_160,55
02:00:48_170,55
02:00:48_180,55
02:00:48_190,55
02:00:48_200,55
02:00:48_210,55
02:00:48_220,55
02:00:48_230,55
02:00:48_240,55
02:00:48_250,55
02:00:48_260,55
02:00:48_270,55
02:00:48_280,55
02:00:48_290,55
02:00:48_300,55
02:00:48_310,55
02:00:48_320,55
02:00:48_330,55
02:00:48_340,55
02:00:48_350,55
02:00:48_360,55
02:00:48_370,55
02:00:48_380,55
02:00:48_390,55
02:00:48_400,55
02:00:48_410,55
02:00:48_420,55
02:00:48_430,55
02:00:48_440,55
02:00:48_450,55
02:00:48_460,55
02:00:48_470,55
02:00:48_480,55
02:00:48_490,55
02:00:48_500,55
02:00:48_510,55
02:00:48_520,55
02:00:48_530,55
02:00:48_540,55
02:00:48_550,55
02:00:48_560,55
02:00:48_570,55
02:00:48_580,55
02:00:48_590,55
02:00:48_600,55
02:00:48_610,55
02:00:48_620,55
02:00:48_630,55
02:00:48_640,55
02:00:48_650,55
02:00:48_660,55
02:00:48_670,55
02:00:48_680,55
02:00:48_690,55
02:00:48_700,55
02:00:48_710,55
02:00:48_720,55
02:00:48_730,55
02:00:48_740,55
02:00:48_750,55
02:00:48_760,55
02:00:48_770,55
02:00:48_780,55
02:00:48_790,55
02:00:48_800,55
02:00:48_810,55
02:00:48_820,55
02:00:48_830,55
02:00:48_840,55
02:00:48_850,55
02:00:48_860,55
02:00:48_870,55
02:00:48_880,55
02:00:48_890,55
02:00:48_900,55
02:00:48_910,55
02:00:48_920,55
02:00:48_930,55
02:00:48_940,55
02:00:48_950,55
02:00:48_960,55
02:00:48_970,55
02:00:48_980,55
02:00:48_990,55
02:00:49_000,55
02:00:49_010,55
02:00:49_020,55
02:00:49_030,55
02:00:49_040,55
02:00:49_050,55
02:00:49_060,55
02:00:49_070,55
02:00:49_080,55
02:00:49_090,55
02:00:49_100,55
02:00:49_110,55
02:00:49_120,55
02:00:49_130,55
02:00:49_140,55
02:00:49_150,55
02:00:49_160,55
02:00:49_170,55
02:00:49_180,55
02:00:49_190,55
02:00:49_200,55
02:00:49_210,55
02:00:49_220,55
02:00:49_230,55
02:00:49_240,55
02:00:49_250,55
02:00:49_260,55
02:00:49_270,55
02:00:49_280,55
02:00:49_290,55
02:00:49_300,55
02:00:49_310,55
02:00:49_320,55
02:00:49_330,55
02:00:49_340,55
02:00:49_350,55
02:00:49_360,55
02:00:49_370,55
02:00:49_380,55
02:00:49_390,55
02:00:49_400,55
02:00:49_410,55
02:00:49_420,55
02:00:49_430,55
02:00:49_440,55
02:00:49_450,55
02:00:49_460,55
02:00:49_470,55
02:00:49_480,55
02:00:49_490,55
02:00:49_500,55
02:00:49_510,55
02:00:49_520,55
02:00:49_530,55
02:00:49_540,55
02:00:49_550,55
02:00:49_560,55
02:00:49_570,55
02:00:49_580,55
02:00:49_590,55
02:00:49_600,55
02:00:49_610,55
02:00:49_620,55
02:00:49_630,55
02:00:49_640,55
02:00:49_650,55
02:00:49_660,55
02:00:49_670,55
02:00:49_680,55
02:00:49_690,55
02:00:49_700,55
02:00:49_710,55
02:00:49_720,55
02:00:49_730,55
02:00:49_740,55
02:00:49_750,55
02:00:49_760,55
02:00:49_770,55
02:00:49_780,55
02:00:49_790,55
02:00:49_800,55
02:00:49_810,55
02:00:49_820,55
02:00:49_830,55
02:00:49_840,55
02:00:49_850,55
02:00:49_860,55
02:00:49_870,55
02:00:49_880,55
02:00:49_890,55
02:00:49_900,55
02:00:49_910,55
02:00:49_920,55
02:00:49_930,55
02:00:49_940,55
02:00:49_950,55
02:00:49_960,55
02:00:49_970,55
02:00:49_980,55
02:00:49_990,55
02:00:50_000,55
02:00:50_010,55
02:00:50_020,55
02:00:50_030,55
02:00:50_040,55
02:00:50_050,55
02:00:50_060,55
02:00:50_070,55
02:00:50_080,55
02:00:50_090,55
02:00:50_100,55
02:00:50_110,55
02:00:50_120,55
02:00:50_130,55
02:00:50_140,55
02:00:50_150,55
02:00:50_160,55
02:00:50_170,55
02:00:50_180,55
02:00:50_190,55
02:00:50_200,55
02:00:50_210,55
02:00:50_220,55
02:00:50_230,55
02:00:50_240,55
02:00:50_250,55
02:00:50_260,55
02:00:50_270,55
02:00:50_280,55
02:00:50_290,55
02:00:50_300,55
02:00:50_310,55
02:00:50_320,55
02:00:50_330,55
02:00:50_340,55
02:00:50_350,55
02:00:50_360,55
02:00:50_370,55
02:00:50_380,55
02:00:50_390,55
02:00:50_400,55
02:00:50_410,55
02:00:50_420,55
02:00:50_430,55
02:00:50_440,55
02:00:50_450,55
02:00:50_460,55
02:00:50_470,55
02:00:50_480,55
02:00:50_490,55
02:00:50_500,55
02:00:50_510,55
02:00:50_520,55
02:00:50_530,55
02:00:50_540,55
02:00:50_550,55
02:00:50_560,55
02:00:50_570,55
02:00:50_580,55
02:00:50_590,55
02:00:50_600,55
02:00:50_610,55
02:00:50_620,55
02:00:50_630,55
02:00:50_640,55
02:00:50_650,55
02:00:50_660,55
02:00:50_670,55
02:00:50_680,55
02:00:50_690,55
02:00:50_700,55
02:00:50_710,55
02:00:50_720,55
02:00:50_730,55
02:00:50_740,55
02:00:50_750,55
02:00:50_760,55
02:00:50_770,55
02:00:50_780,55
02:00:50_790,55
02:00:50_800,55
02:00:50_810,55
02:00:50_820,55
02:00:50_830,55
02:00:50_840,55
02:00:50_850,55
02:00:50_860,55
02:00:50_870,55
02:00:50_880,55
02:00:50_890,55
02:00:50_900,55
02:00:50_910,55
02:00:50_920,55
02:00:50_930,55
02:00:50_940,55
02:00:50_950,55
02:00:50_960,55
02:00:50_970,55
02:00:50_980,55
02:00:50_990,55
02:00:51_000,55
02:00:51_010,55
02:00:51_020,55
02:00:51_030,55
02:00:51_040,55
02:00:51_050,55
02:00:51_060,55
02:00:51_070,55
02:00:51_080,55
02:00:51_090,55
02:00:51_100,55
02:00:51_110,55
02:00:51_120,55
02:00:51_130,55
02:00:51_140,55
02:00:51_150,55
02:00:51_160,55
02:00:51_170,55
02:00:51_180,55
02:00:51_190,55
02:00:51_200,55
02:00:51_210,55
02:00:51_220,55
02:00:51_230,55
02:00:51_240,55
02:00:51_250,55
02:00:51_260,55
02:00:51_270,55
02:00:51_280,55
02:00:51_290,55
02:00:51_300,55
02:00:51_310,55
02:00:51_320,55
02:00:51_330,55
02:00:51_340,55
02:00:51_350,55
02:00:51_360,55
02:00:51_370,55
02:00:51_380,55
02:00:51_390,55
02:00:51_400,55
02:00:51_410,55
02:00:51_420,55
02:00:51_430,55
02:00:51_440,55
02:00:51_450,55
02:00:51_460,55
02:00:51_470,55
02:00:51_480,55
02:00:51_490,55
02:00:51_500,55
02:00:51_510,55
02:00:51_520,55
02:00:51_530,55
02:00:51_540,55
02:00:51_550,55
02:00:51_560,55
02:00:51_570,55
02:00:51_580,55
02:00:51_590,55
02:00:51_600,55
02:00:51_610,55
02:00:51_620,55
02:00:51_630,55
02:00:51_640,55
02:00:51_650,55
02:00:51_660,55
02:00:51_670,55
02:00:51_680,55
02:00:51_690,55
02:00:51_700,55
02:00:51_710,55
02:00:51_720,55
02:00:51_730,55
02:00:51_740,55
02:00:51_750,55
02:00:51_760,55
02:00:51_770,55
02:00:51_780,55
02:00:51_790,55
02:00:51_800,55
02:00:51_810,55
02:00:51_820,55
02:00:51_830,55
02:00:51_840,55
02:00:51_850,55
02:00:51_860,55
02:00:51_870,55
02:00:51_880,55
02:00:51_890,55
02:00:51_900,55
02:00:51_910,55
02:00:51_920,55
02:00:51_930,55
02:00:51_940,55
02:00:51_950,55
02:00:51_960,55
02:00:51_970,55
02:00:51_980,55
02:00:51_990,55
02:00:52_000,55
02:00:52_010,55
02:00:52_020,55
02:00:52_030,55
02:00:52_040,55
02:00:52_050,55
02:00:52_060,55
02:00:52_070,55
02:00:52_080,55
02:00:52_090,55
02:00:52_100,55
02:00:52_110,55
02:00:52_120,55
02:00:52_130,55
02:00:52_140,55
02:00:52_150,55
02:00:52_160,55
02:00:52_170,55
02:00:52_180,55
02:00:52_190,55
02:00:52_200,55
02:00:52_210,55
02:00:52_220,55
02:00:52_230,55
02:00:52_240,55
02:00:52_250,55
02:00:52_260,55
02:00:52_270,55
02:00:52_280,55
02:00:52_290,55
02:00:52_300,55
02:00:52_310,55
02:00:52_320,55
02:00:52_330,55
02:00:52_340,55
02:00:52_350,55
02:00:52_360,55
02:00:52_370,55
02:00:52_380,55
02:00:52_390,55
02:00:52_400,55
02:00:52_410,55
02:00:52_420,55
02:00:52_430,55
02:00:52_440,55
02:00:52_450,55
02:00:52_460,55
02:00:52_470,55
02:00:52_480,55
02:00:52_490,55
02:00:52_500,55
02:00:52_510,55
02:00:52_520,55
02:00:52_530,55
02:00:52_540,55
02:00:52_550,55
02:00:52_560,55
02:00:52_570,55
02:00:52_580,55
02:00:52_590,55
02:00:52_600,55
02:00:52_610,55
02:00:52_620,55
02:00:52_630,55
02:00:52_640,55
02:00:52_650,55
02:00:52_660,55
02:00:52_670,55
02:00:52_680,55
02:00:52_690,55
02:00:52_700,55
02:00:52_710,55
02:00:52_720,55
02:00:52_730,55
02:00:52_740,55
02:00:52_750,55
02:00:52_760,55
02:00:52_770,55
02:00:52_780,55
02:00:52_790,55
02:00:52_800,55
02:00:52_810,55
02:00:52_820,55
02:00:52_830,55
02:00:52_840,55
02:00:52_850,55
02:00:52_860,55
02:00:52_870,55
02:00:52_880,55
02:00:52_890,55
02:00:52_900,55
02:00:52_910,55
02:00:52_920,55
02:00:52_930,55
02:00:52_940,55
02:00:52_950,55
02:00:52_960,55
02:00:52_970,55
02:00:52_980,55
02:00:52_990,54
02:00:53_000,54
02:00:53_010,54
02:00:53_020,54
02:00:53_030,54
02:00:53_040,54
02:00:53_050,54
02:00:53_060,54
02:00:53_070,54
02:00:53_080,54
02:00:53_090,54
02:00:53_100,54
02:00:53_110,54
02:00:53_120,54
02:00:53_130,54
02:00:53_140,54
02:00:53_150,54
02:00:53_160,54
02:00:53_170,54
02:00:53_180,54
02:00:53_190,54
02:00:53_200,54
02:00:53_210,54
02:00:53_220,54
02:00:53_230,54
02:00:53_240,54
02:00:53_250,54
02:00:53_260,54
02:00:53_270,54
02:00:53_280,54
02:00:53_290,54
02:00:53_300,54
02:00:53_310,54
02:00:53_320,54
02:00:53_330,54
02:00:53_340,54
02:00:53_350,54
02:00:53_360,54
02:00:53_370,54
02:00:53_380,54
02:00:53_390,54
02:00:53_400,54
02:00:53_410,54
02:00:53_420,54
02:00:53_430,54
02:00:53_440,54
02:00:53_450,54
02:00:53_460,54
02:00:53_470,54
02:00:53_480,54
02:00:53_490,54
02:00:53_500,54
02:00:53_510,54
02:00:53_520,54
02:00:53_530,54
02:00:53_540,54
02:00:53_550,54
02:00:53_560,54
02:00:53_570,54
02:00:53_580,54
02:00:53_590,54
02:00:53_600,54
02:00:53_610,54
02:00:53_620,54
02:00:53_630,54
02:00:53_640,54
02:00:53_650,54
02:00:53_660,54
02:00:53_670,54
02:00:53_680,54
02:00:53_690,54
02:00:53_700,54
02:00:53_710,54
02:00:53_720,54
02:00:53_730,54
02:00:53_740,54
02:00:53_750,54
02:00:53_760,54
02:00:53_770,54
02:00:53_780,54
02:00:53_790,54
02:00:53_800,54
02:00:53_810,54
02:00:53_820,54
02:00:53_830,54
02:00:53_840,54
02:00:53_850,54
02:00:53_860,54
02:00:53_870,54
02:00:53_880,54
02:00:53_890,54
02:00:53_900,54
02:00:53_910,54
02:00:53_920,54
02:00:53_930,54
02:00:53_940,54
02:00:53_950,54
02:00:53_960,54
02:00:53_970,54
02:00:53_980,54
02:00:53_990,54
02:00:54_000,54
02:00:54_010,53
02:00:54_020,53
02:00:54_030,53
02:00:54_040,53
02:00:54_050,53
02:00:54_060,53
02:00:54_070,53
02:00:54_080,53
02:00:54_090,53
02:00:54_100,53
02:00:54_110,53
02:00:54_120,53
02:00:54_130,53
02:00:54_140,53
02:00:54_150,53
02:00:54_160,53
02:00:54_170,53
02:00:54_180,53
02:00:54_190,53
02:00:54_200,53
02:00:54_210,53
02:00:54_220,53
02:00:54_230,53
02:00:54_240,53
02:00:54_250,53
02:00:54_260,53
02:00:54_270,53
02:00:54_280,53
02:00:54_290,53
02:00:54_300,53
02:00:54_310,53
02:00:54_320,53
02:00:54_330,53
02:00:54_340,53
02:00:54_350,53
02:00:54_360,53
02:00:54_370,53
02:00:54_380,53
02:00:54_390,53
02:00:54_400,53
02:00:54_410,53
02:00:54_420,53
02:00:54_430,53
02:00:54_440,53
02:00:54_450,53
02:00:54_460,53
02:00:54_470,53
02:00:54_480,53
02:00:54_490,53
02:00:54_500,53
02:00:54_510,53
02:00:54_520,53
02:00:54_530,53
02:00:54_540,53
02:00:54_550,53
02:00:54_560,53
02:00:54_570,53
02:00:54_580,53
02:00:54_590,53
02:00:54_600,53
02:00:54_610,53
02:00:54_620,53
02:00:54_630,53
02:00:54_640,53
02:00:54_650,53
02:00:54_660,53
02:00:54_670,53
02:00:54_680,53
02:00:54_690,53
02:00:54_700,53
02:00:54_710,53
02:00:54_720,53
02:00:54_730,53
02:00:54_740,53
02:00:54_750,53
02:00:54_760,53
02:00:54_770,53
02:00:54_780,53
02:00:54_790,53
02:00:54_800,53
02:00:54_810,53
02:00:54_820,53
02:00:54_830,53
02:00:54_840,53
02:00:54_850,53
02:00:54_860,53
02:00:54_870,53
02:00:54_880,53
02:00:54_890,53
02:00:54_900,53
02:00:54_910,53
02:00:54_920,53
02:00:54_930,53
02:00:54_940,53
02:00:54_950,53
02:00:54_960,53
02:00:54_970,53
02:00:54_980,53
02:00:54_990,53
02:00:55_000,53
02:00:55_010,53
02:00:55_020,53
02:00:55_030,53
02:00:55_040,53
02:00:55_050,53
02:00:55_060,53
02:00:55_070,53
02:00:55_080,53
02:00:55_090,53
02:00:55_100,53
02:00:55_110,53
02:00:55_120,53
02:00:55_130,53
02:00:55_140,53
02:00:55_150,53
02:00:55_160,53
02:00:55_170,53
02:00:55_180,53
02:00:55_190,53
02:00:55_200,53
02:00:55_210,53
02:00:55_220,53
02:00:55_230,53
02:00:55_240,53
02:00:55_250,53
02:00:55_260,53
02:00:55_270,53
02:00:55_280,53
02:00:55_290,53
02:00:55_300,53
02:00:55_310,53
02:00:55_320,53
02:00:55_330,53
02:00:55_340,53
02:00:55_350,53
02:00:55_360,53
02:00:55_370,53
02:00:55_380,53
02:00:55_390,53
02:00:55_400,53
02:00:55_410,53
02:00:55_420,53
02:00:55_430,53
02:00:55_440,53
02:00:55_450,53
02:00:55_460,53
02:00:55_470,53
02:00:55_480,53
02:00:55_490,53
02:00:55_500,53
02:00:55_510,53
02:00:55_520,53
02:00:55_530,53
02:00:55_540,53
02:00:55_550,53
02:00:55_560,53
02:00:55_570,53
02:00:55_580,53
02:00:55_590,53
02:00:55_600,53
02:00:55_610,53
02:00:55_620,53
02:00:55_630,53
02:00:55_640,53
02:00:55_650,53
02:00:55_660,53
02:00:55_670,53
02:00:55_680,53
02:00:55_690,53
02:00:55_700,53
02:00:55_710,53
02:00:55_720,53
02:00:55_730,53
02:00:55_740,53
02:00:55_750,53
02:00:55_760,53
02:00:55_770,53
02:00:55_780,53
02:00:55_790,53
02:00:55_800,53
02:00:55_810,53
02:00:55_820,53
02:00:55_830,53
02:00:55_840,53
02:00:55_850,53
02:00:55_860,53
02:00:55_870,53
02:00:55_880,53
02:00:55_890,53
02:00:55_900,53
02:00:55_910,53
02:00:55_920,53
02:00:55_930,53
02:00:55_940,53
